Year,Month,Employee Number,Total Cost,Other Cost,Cost of International,Cost of DATA,Cost of Roaming data,Cost of SMS,Cost of Roaming,Cost of Services,Cost of Other Mobile Networks,Cost of Landline,Plans,Features,Tax,Discount,Other,Duration of International,Duration of On net,Number of SMS,Duration of Roaming,Duration of Services,Duration of Other Mobile Networks,Duration of Landline,Number of International Calls,Number of On net Calls,Number of Roaming Calls,Number of Services Calls,Number of Other Mobile Networks calls,Number of Landline Calls,Volume of DATA,Volume of Roaming data,Carrier,Plans_1
2020,January,349956,56.62,44.43,0,0,2,0,0,10,0,0,80,3.99,9.6,-36.04,0,0,1.25,22,0,4.541666667,0.041666667,15.08333333,0,11,0,14,1,53,1963.3,111.26,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,294925,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,18,0,0.958333333,0.375,4.75,0,0,0,2,2,5,559.33,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,379645,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.041666667,0,0,5.833333333,1.125,0.666666667,0,1,0,3,1,3,748.97,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344454,65.19,44.43,0,20.76,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0.5,1.208333333,1877,0,4.5,6.666666667,18.91666667,1,5,0,96,29,112,10287.26,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,151242,194.94,64.94,0,0,0,0,0,130,0,0,80,3.99,11.11,-17.04,0,0,0.041666667,27,35.54166667,3.041666667,0.041666667,8.75,0,1,46,16,1,12,1710.26,2755.1,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,174932,18.96,18.96,0,0,0,0,0,0,0,0,10,3.99,9.09,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,4,18.14,0,ATT US,"Mobile Select Pool for Wearables 4G LTE,National Account Discount"
2020,January,3155,108.06,108.06,0,0,0,0,0,0,0,0,80,3.99,18.76,-43.77,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,307670,119.29,70.3,14.04,34.95,0,0,0,0,0,0,80,3.99,16.47,-17.04,0,2.25,1.625,152,0,0.333333333,8.208333333,50.875,2,3,0,32,13,70,13807.29,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,1917,206.94,66.94,0,0,0,0,0,140,0,0,80,3.99,11.11,-17.04,0,1,3.208333333,59,3.041666667,5.958333333,2.958333333,45.25,4,5,26,41,23,71,834.08,2068.06,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,4545,87.29,87.29,0,0,0,0,0,0,0,0,44.99,103.98,12.84,-20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.63,0,ATT US,BMBPNTN450UNWUMM
2020,January,264039,68.11,64.94,0,3.17,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.291666667,749,0,5.458333333,13.375,15.20833333,0,1,0,154,32,69,5914.41,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,346859,83.74,64.94,0,18.8,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.208333333,236,0,3.625,0.666666667,7.75,0,3,0,67,11,31,9810.73,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,351637,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,417,0,0.791666667,9,20.16666667,0,0,0,2,23,38,6102.19,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,369846,115.06,113.78,1.28,0,0,0,0,0,0,0,98.75,0,15.03,0,0,0.75,0,191,0,4.041666667,9.791666667,33.875,2,0,0,9,55,81,3810.62,1024,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,344459,66.11,64.78,1.33,0,0,0,0,0,0,0,65,0,13.43,-13.65,0,1.416666667,0,96,0,0.583333333,9.5,19.41666667,3,0,0,4,19,25,15374.34,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,263897,107.9,44.48,0.16,63.26,0,0,0,0,0,0,80,3.99,9.65,-36.04,0,0.083333333,0,36,0,0.5,1.458333333,49.16666667,1,0,0,19,18,80,20866.79,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,199752,77.79,77.79,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-19.2,0,0,0.041666667,1139,0,5.666666667,2.791666667,25.41666667,0,1,0,14,13,95,3709.3,0.29,ATT US,BMBPNTN450UNWUMM
2020,January,373804,110.54,75.54,0,0,35,0,0,0,0,0,61,0,14.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,284.25,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,370180,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,1,0,1316.47,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,368628,110.54,70.59,0,0,35,0,5,0,0,0,55,0,15.59,0,0,0,0,4,0.208333333,1.625,0,3.416666667,0,0,4,1,0,11,726.96,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,375747,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930.55,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,371140,91.83,91.83,0,0,0,0,0,0,0,0,98.75,0,13.08,-20,0,0,0,718,0,4.291666667,8.5,23.08333333,0,0,0,6,19,39,11216.99,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,352467,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0.083333333,0,7,0,0,5.25,15.08333333,1,0,0,0,43,83,327.88,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,356996,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,829,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,1.416666667,114,0,0.458333333,4.166666667,29.125,0,2,0,31,17,99,3516.46,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,352478,150.69,113.59,0,0,35,2.1,0,0,0,0,98.75,0,14.84,0,0,0,0,249,0,1.875,2.083333333,25.91666667,0,0,0,8,12,58,7541.67,1024,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,291557,231.98,81.72,0,0,25,0,0,125,0,0,65,0,30.37,-13.65,0,0,0,168,4.958333333,4.458333333,9.833333333,29.66666667,0,0,41,34,36,57,13171.71,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,348979,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,2,0,0,1.083333333,4.708333333,0,0,0,0,8,10,1231.03,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,348842,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,10,0,0.25,2.083333333,40.375,0,0,0,1,9,55,829.11,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,363073,68.05,64.94,0,3.11,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.958333333,364,0,8.583333333,18.16666667,24.04166667,0,9,0,34,113,141,5913.9,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,345032,886.72,190.92,1.99,0,245,3.05,446,0,0,0,98.75,0,92.17,0,0,0.041666667,0,50,9.333333333,0,4,24.70833333,1,0,48,0,10,57,4185,7168,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,3715,59.05,59.05,0,0,0,0,0,0,0,0,80,3.99,5.22,-17.04,0,0,0,31,0,0.041666667,0.25,47.04166667,0,0,0,18,5,44,3881.47,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,66358,168.92,30.04,5.97,5.9,17,0,0,110,0,0,80,3.99,11.88,-36.04,0,1.583333333,2.291666667,51,1.458333333,1.041666667,4.416666667,63.95833333,8,6,15,57,42,100,6566.89,1773.04,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,362571,97.14,69.38,0,27.76,0,0,0,0,0,0,80,7.89,11.65,-17.04,0,0,0,201,0,0.333333333,1.625,12.45833333,0,0,0,56,14,24,12024.75,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,357348,75.77,75.6,0.17,0,0,0,0,0,0,0,61,0,14.6,0,0,1.583333333,0,100,0,1.5,7,20.625,3,0,0,9,25,109,20215.72,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352466,233.63,72.31,3.29,15.23,17,0,16,110,0,0,80,3.99,18.48,-17.04,0,0.375,2.916666667,236,1.958333333,4.833333333,11.79166667,31.79166667,3,7,14,69,45,86,8878.3,4215.16,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,382316,107.25,69.15,0,34.51,4,0,0,0,0,0,80,15,15.32,-36.04,0,3.125,0.708333333,171,0.625,10.25,16.79166667,56.66666667,4,1,2,48,53,159,13693.28,915.87,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,903,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0.541666667,0,504,0,5.291666667,1.25,8.75,1,0,0,16,10,34,8462.03,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,378682,263.8,70.15,13.65,0,0,0,0,180,0,0,80,3.99,16.32,-17.04,0,1.625,2,47,14.79166667,0.25,0.083333333,13.83333333,5,4,93,55,2,64,513.69,2803.66,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,360569,71.29,70.03,1.26,0,0,0,0,0,0,0,55,0,15.03,0,0,0.583333333,0,791,0,7.166666667,19.91666667,79.70833333,3,0,0,23,112,203,4778.49,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,355988,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,141,0,1.041666667,8.708333333,21.375,0,0,0,5,29,73,9046.21,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,372547,61.97,61.97,0,0,0,0,0,0,0,0,55,0,6.97,0,0,0,0,52,0,0.5,0.833333333,23.5,0,0,0,2,5,50,21368.46,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,371160,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,121,0,1.25,3.5,9.208333333,0,0,0,7,11,33,4510.45,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,196694,129.12,64.94,0,64.18,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,3.166666667,24,0,3.875,4.25,71.70833333,0,12,0,48,26,121,21100.36,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,355985,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,88,0,1.958333333,17.58333333,38.04166667,0,0,0,5,55,91,9643.68,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,376726,79.63,64.94,0,14.69,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.541666667,151,0,1.083333333,12.79166667,34.75,0,3,0,31,27,48,8780.18,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,5118,31.06,31.06,0,0,0,0,0,0,0,0,35,3.99,4.59,-8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select Pool Feature Phone
2020,January,330181,126.39,90.2,0,27.73,8,0,0,0,0,0,80,3.99,13.04,-17.04,0,0,1.5,135,2.458333333,1.958333333,7.458333333,35.29166667,0,3,4,32,25,72,12011.07,2104,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,279821,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44.36,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,341705,141.13,141.13,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,
2020,January,66361,60.08,60.08,0,0,0,0,0,0,0,0,60,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38642.99,0,Verizon US,4g Mbb 10gb Share
2020,January,356019,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0.083333333,0,15.45833333,0,0,0,1,0,13,4356.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,372339,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.375,322,0,1.541666667,4.041666667,19.33333333,0,1,0,77,20,77,18217.69,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,349549,111.8,65.34,1.04,45.42,0,0,0,0,0,0,80,3.99,11.51,-17.04,0,0.166666667,1.875,219,0,4.916666667,2.583333333,69.25,2,19,0,58,32,179,16423.71,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,365395,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,199,0,0,18.375,43.375,0,0,0,0,92,113,7093.31,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,355705,80.43,60.43,0,0,0,0,0,20,0,0,80,3.99,9.6,-36.04,0,0,0,483,0,0.041666667,0.291666667,1.041666667,0,0,0,36,1,4,3857.27,1253.16,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,368115,10251.84,65.77,0,12.73,10169,0,0,3.6,0,0,80,3.99,11.94,-17.04,0,0,0.25,48,0.041666667,3.208333333,0.958333333,8.75,0,2,1,22,16,53,8292.39,4965.5,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344473,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.291666667,160,0,2.041666667,3.916666667,18.45833333,0,5,0,50,23,80,5035.28,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,177992,91.78,66.65,4.48,20.65,0,0,0,0,0,0,80,3.99,12.82,-17.04,0,2.083333333,39.16666667,1042,0,8.541666667,51.33333333,95.45833333,7,95,0,97,153,140,10255.8,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344461,1404.44,162.35,54.78,0,245,9,927,5.97,0,0,61,0,101.35,0,0,4.083333333,0,211,19.41666667,2.666666667,3.75,12.45833333,6,0,169,8,56,56,989.96,8192,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,358021,419.36,65.11,0,15.78,322,6.3,0,10,0,0,80,3.99,20.28,-36.04,0,0.083333333,0,74,1.958333333,12.125,2.875,20.83333333,2,0,11,72,12,104,6911.98,4456.71,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,379310,78.91,76.48,2.43,0,0,0,0,0,0,0,61,0,15.48,0,0,1.125,0,261,0,3.958333333,3.375,4.375,1,0,0,5,4,19,9943.05,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,371175,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,109,0,2.333333333,2.666666667,21,0,0,0,6,19,101,3695.36,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,356033,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,244,0,3.291666667,4.416666667,44.66666667,0,0,0,9,66,115,4665.95,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,359333,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,297,0,3.083333333,4.958333333,20,0,0,0,4,7,29,5990.53,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352520,91.83,91.83,0,0,0,0,0,0,0,0,98.75,0,13.08,-20,0,0,0,87,0,0.958333333,6.708333333,18.625,0,0,0,5,23,37,5215.02,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,348756,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,205,0,1.25,7.875,91.25,0,0,0,3,30,75,3603,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352530,92.39,91.89,0,0,0,0.5,0,0,0,0,98.75,0,13.14,-20,0,0,0,692,0,3.208333333,16.79166667,28.91666667,0,0,0,5,29,77,15771.46,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,348975,157.78,137.92,0,19.86,0,0,0,0,0,0,80,3.99,14.09,-17.04,0,0.333333333,0.166666667,180,0,2.5,5.541666667,26.54166667,3,2,0,50,21,70,10063.02,492.62,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,362004,120.29,72.17,0,48.12,0,0,0,0,0,0,80,3.99,11.67,-17.04,0,0,2.083333333,28,0,2.75,8.166666667,28.45833333,0,16,0,46,26,79,17099.4,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,352465,187.87,90.71,67.49,29.67,0,0,0,0,0,0,80,3.99,36.88,-17.04,0,8.333333333,1.125,137,0,2.333333333,2.375,34.66666667,42,4,0,32,14,158,12501.94,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,375227,166.85,92.45,0,0,70,4.4,0,0,0,0,98.75,0,13.7,-20,0,0,0,179,0,0,13.29166667,15.83333333,0,0,0,0,26,50,13267.18,4096,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,371927,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,281,0,0.25,10.41666667,24.79166667,0,0,0,1,23,41,7259.22,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,372946,46.92,46.92,0,0,0,0,0,0,0,0,55,0,11.92,-20,0,0,0,707,0,0.041666667,16.58333333,28.20833333,0,0,0,1,69,69,8369.93,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,375548,91.83,91.83,0,0,0,0,0,0,0,0,98.75,0,13.08,-20,0,0,0,100,0,0.625,17.41666667,24.75,0,0,0,2,35,51,12300.29,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,352490,-38.56,-38.56,0,0,0,0,0,0,0,0,0,0,-3.78,0,9,0,0,55,0,0.416666667,1.708333333,2.083333333,0,0,0,2,10,15,2822.14,0,Verizon US,
2020,January,352525,135.63,64.94,0,70.69,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,42,0,15.91666667,7.25,15.08333333,0,0,0,68,19,48,22706.27,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348858,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,216,0,5.541666667,15.33333333,60.875,0,0,0,12,79,197,16500.74,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,352481,144.78,94.03,0,0,35,15.75,0,0,0,0,98.75,0,15.28,-20,0,0,0,636,0,0.041666667,2.583333333,14.5,0,0,0,1,18,64,4450.91,3072,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,357347,73.93,73.93,0,0,0,0,0,0,0,0,44.99,93.98,4.48,-20.4,0,0,0.25,131,0,3.333333333,0.625,5.083333333,0,2,0,40,5,30,9884.02,0,ATT US,BMBPNTN450UNWUMM
2020,January,10189,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,183,0,2.875,18.875,45.25,0,0,0,5,27,63,18693.27,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,368181,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,724,0,1.916666667,19.83333333,71.33333333,0,0,0,8,106,172,12612.61,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,372110,195.51,72.07,0.35,0,105,17.1,1,0,0,0,55,0,17.07,0,0,0.125,0,202,0.041666667,0.333333333,3,24.75,2,0,1,3,24,56,5538.6,3072,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,384656,107.99,107.15,0.84,0,0,0,0,0,0,0,98.75,15,13.4,-20,0,0.5,0,517,0,0,10.20833333,59.58333333,4,0,0,0,53,93,18437.01,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,377868,75.68,65.68,0,0,0,0,0,10,0,0,65,0,14.33,-13.65,0,0,0,119,0,3.25,4.166666667,32.45833333,0,0,0,19,3,56,2954.24,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,354285,227.07,47.18,0.09,0,175,1.65,3,0,0,0,55,0,12.18,-20,0,0.041666667,0,282,0.375,0.541666667,32,53.875,1,0,3,4,214,155,8816.18,6144,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,363266,46.92,46.92,0,0,0,0,0,0,0,0,55,0,11.92,-20,0,0,0,180,0,1.041666667,3.625,20.83333333,0,0,0,6,17,50,11141.41,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,371874,112.51,97.37,15.14,0,0,0,0,0,0,0,74.52,0,22.85,0,0,2.541666667,0,19,0,0.208333333,2.708333333,38.29166667,8,0,0,2,16,62,6073.05,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,279622,121.05,115.44,5.61,0,0,0,0,0,0,0,98.75,0,16.69,0,0,1.375,0,118,0,1.5,17.16666667,34.625,1,0,0,6,77,99,9812.46,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,364063,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,71,0,5.25,0.083333333,17.95833333,0,0,0,6,2,65,3782.14,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,372851,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,429,0,0,2.625,33.83333333,0,0,0,0,20,48,9602.11,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,364799,53.18,53.18,0,0,0,0,0,0,0,0,61,0,12.18,-20,0,0,0,60,0,13.875,2.5,19.91666667,0,0,0,5,18,67,17564.81,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,270345,111.95,70.45,1.5,0,0,0,0,40,0,0,65,0,19.1,-13.65,0,1.041666667,0,161,0.125,10.75,7.791666667,39.08333333,1,0,3,31,13,72,8380.42,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,159212,55.23,47.41,7.82,0,0,0,0,0,0,0,80,3.99,12.58,-36.04,0,1.125,1.583333333,12,0,3.333333333,5.083333333,41.125,3,6,0,10,5,40,2738.8,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,360413,81.45,56.46,24.99,0,0,0,0,0,0,0,55,0,21.46,-20,0,2.166666667,0,194,0,4.833333333,9,23.625,2,0,0,8,8,71,27053.63,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,66360,84.94,64.94,0,0,0,0,0,20,0,0,80,3.99,11.11,-17.04,0,0,0,991,0.583333333,1.791666667,54.625,19.41666667,0,0,3,33,152,105,4544.78,217.7,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,,-0.12,-0.12,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB for Aircards/MiFi 4G LTE
2020,January,,-0.12,-0.12,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB for Aircards/MiFi 4G LTE
2020,January,370482,87.95,82.75,0,0,0,0,5,0,0,0,44.99,93.98,13.3,-20.4,0,0,3.25,24,0.541666667,3.916666667,3.333333333,33.33333333,0,2,7,45,13,84,1993.74,1751.25,ATT US,BMBPNTN450UNWUMM
2020,January,357341,394.19,64.7,0,0,325,0.9,4,0,0,0,65,0,13.35,-13.65,0,0,0,176,0.375,3.583333333,2.291666667,15.54166667,0,0,4,12,6,34,7952.38,6183,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,355977,91.83,91.83,0,0,0,0,0,0,0,0,98.75,0,13.08,-20,0,0,0,168,0,4.75,4.333333333,14.04166667,0,0,0,5,4,26,2550.05,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,348559,41.87,41.31,0.56,0,0,0,0,0,0,0,80,3.99,6.48,-36.04,0,0.083333333,1.125,2,0,7.75,2.708333333,21.54166667,1,1,0,7,10,44,2308.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,302662,138.25,76.8,0,0,35,1.6,25,0,0,0,61,0,15.8,0,0,0,0,77,2.958333333,0.916666667,3.958333333,12.04166667,0,0,6,3,14,36,14889.13,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,341974,60.01,60.01,0,0,0,0,0,0,0,0,80,3.99,6.18,-17.04,0,0,0.458333333,0,0,0.208333333,0.833333333,4.5,0,1,0,11,12,15,1470.59,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,197252,209.52,139.87,69.65,0,0,0,0,0,0,0,98.75,0,41.12,0,0,1.625,0,285,0,5.916666667,20.25,82.70833333,5,0,0,17,113,198,6199.67,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,64312,233.71,45.92,3.9,3.89,0,0,0,180,0,0,80,3.99,11.09,-36.04,0,0.625,2.5,156,7.75,16.95833333,6.625,73,1,8,26,77,17,96,4027.97,2076.16,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,279707,51.08,41.11,0,9.97,0,0,0,0,0,0,80,3.99,12.67,-29.54,0,0,0.291666667,158,0,3.708333333,16.33333333,12.625,0,1,0,20,46,25,9086.49,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348845,78.05,76.23,1.82,0,0,0,0,0,0,0,61,0,15.23,0,0,0.333333333,0,356,0,0.416666667,7.458333333,40.41666667,2,0,0,1,14,91,6719.32,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,341705,-5.12,-5.12,0,0,0,0,0,0,0,0,0,0,-0.6,0,3,0,0,51,0,0.666666667,6.375,4.5,0,0,0,2,12,18,3111.18,0,Verizon US,
2020,January,359773,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,338,0,0.375,34.20833333,31.91666667,0,0,0,1,68,122,13494.27,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,80732,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,344,0,0.166666667,5.833333333,0.833333333,0,0,0,11,5,19,1011.5,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,347464,69.08,66.08,3,0,0,0,0,0,0,0,80,3.99,12.25,-17.04,0,1.5,0,13,0,2.25,7.416666667,39.04166667,2,0,0,17,20,56,3324.57,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,342748,76.54,76.54,0,0,0,0,0,0,0,0,115,3.99,8.27,-46.6,0,0,0.083333333,238,0,0,0.875,8.125,0,2,0,27,15,56,4594.02,0,ATT US,Mob Sel Priority 10GB Pool iPhone 4G LTE VVM
2020,January,358519,328.74,143.64,0,0,35,0.85,62,87.56,0,0,98.75,0,44.89,0,0,0,0,113,1.291666667,2.875,0.75,5.041666667,0,0,4,4,3,23,5216.02,3072,Verizon US,Unl Min 15gb Email+Mhs Shr
